"slug","product","productType","missingField","publicTreatment","action"
"ctn-type-specialized-magnetic-separator-for-coal-washing","CTN type specialized magnetic separator for coal washing","Wet magnetic separator","Model / series","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"ctn-type-specialized-magnetic-separator-for-coal-washing","CTN type specialized magnetic separator for coal washing","Wet magnetic separator","Drum diameter × length","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"ctn-type-specialized-magnetic-separator-for-coal-washing","CTN type specialized magnetic separator for coal washing","Wet magnetic separator","Tank type","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"ctn-type-specialized-magnetic-separator-for-coal-washing","CTN type specialized magnetic separator for coal washing","Wet magnetic separator","Feed particle size","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"ctn-type-specialized-magnetic-separator-for-coal-washing","CTN type specialized magnetic separator for coal washing","Wet magnetic separator","Slurry density","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"ctn-type-specialized-magnetic-separator-for-coal-washing","CTN type specialized magnetic separator for coal washing","Wet magnetic separator","Process capacity","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"ctn-type-specialized-magnetic-separator-for-coal-washing","CTN type specialized magnetic separator for coal washing","Wet magnetic separator","Drum speed","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"ctn-type-specialized-magnetic-separator-for-coal-washing","CTN type specialized magnetic separator for coal washing","Wet magnetic separator","Power","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"ctn-type-specialized-magnetic-separator-for-coal-washing","CTN type specialized magnetic separator for coal washing","Wet magnetic separator","Weight","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"hmdn-coal-washing-special-magnetic-separator","HMDN coal washing special magnetic separator","Industrial magnetic-process auxiliary equipment","Model / series","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"hmdn-coal-washing-special-magnetic-separator","HMDN coal washing special magnetic separator","Industrial magnetic-process auxiliary equipment","Application duty","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"hmdn-coal-washing-special-magnetic-separator","HMDN coal washing special magnetic separator","Industrial magnetic-process auxiliary equipment","Installation interface","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"hmdn-coal-washing-special-magnetic-separator","HMDN coal washing special magnetic separator","Industrial magnetic-process auxiliary equipment","Operating condition","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"hmdn-coal-washing-special-magnetic-separator","HMDN coal washing special magnetic separator","Industrial magnetic-process auxiliary equipment","Power supply where applicable","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"hmdn-coal-washing-special-magnetic-separator","HMDN coal washing special magnetic separator","Industrial magnetic-process auxiliary equipment","Overall dimensions","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"hmdn-coal-washing-special-magnetic-separator","HMDN coal washing special magnetic separator","Industrial magnetic-process auxiliary equipment","Weight","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"dls-type-window-metal-detector","DLS type window metal detector","Industrial metal detector","Model / series","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"dls-type-window-metal-detector","DLS type window metal detector","Industrial metal detector","Detection aperture","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"dls-type-window-metal-detector","DLS type window metal detector","Industrial metal detector","Test piece and sensitivity requirement","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"dls-type-window-metal-detector","DLS type window metal detector","Industrial metal detector","Conveyor speed","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
"dls-type-window-metal-detector","DLS type window metal detector","Industrial metal detector","Alarm or interlock output","Available on request / To be confirmed by COWIN engineering","Obtain supplier-approved model data before public numeric publication"
